DATE,age_category,percent_positive_7d_avg
23-Aug-20,18to24,0.0076
24-Aug-20,18to24,0.0076
25-Aug-20,18to24,0.0074
26-Aug-20,18to24,0.0084
27-Aug-20,18to24,0.0079
28-Aug-20,18to24,0.008
29-Aug-20,18to24,0.0086
30-Aug-20,18to24,0.0087
31-Aug-20,18to24,0.0084
01-Sep-20,18to24,0.0085
02-Sep-20,18to24,0.008
03-Sep-20,18to24,0.0086
04-Sep-20,18to24,0.0089
05-Sep-20,18to24,0.0082
06-Sep-20,18to24,0.0087
07-Sep-20,18to24,0.0099
08-Sep-20,18to24,0.0112
09-Sep-20,18to24,0.0116
10-Sep-20,18to24,0.0135
11-Sep-20,18to24,0.0151
12-Sep-20,18to24,0.0162
13-Sep-20,18to24,0.0165
14-Sep-20,18to24,0.016
15-Sep-20,18to24,0.0187
16-Sep-20,18to24,0.021
17-Sep-20,18to24,0.0221
18-Sep-20,18to24,0.0228
19-Sep-20,18to24,0.0235
20-Sep-20,18to24,0.0238
21-Sep-20,18to24,0.0251
22-Sep-20,18to24,0.0241
23-Sep-20,18to24,0.0243
24-Sep-20,18to24,0.0244
25-Sep-20,18to24,0.0261
26-Sep-20,18to24,0.0277
27-Sep-20,18to24,0.0294
28-Sep-20,18to24,0.0326
29-Sep-20,18to24,0.0349
30-Sep-20,18to24,0.0365
01-Oct-20,18to24,0.0373
02-Oct-20,18to24,0.0359
03-Oct-20,18to24,0.0355
04-Oct-20,18to24,0.0346
05-Oct-20,18to24,0.0307
06-Oct-20,18to24,0.0278
07-Oct-20,18to24,0.0268
08-Oct-20,18to24,0.0262
09-Oct-20,18to24,0.0265
10-Oct-20,18to24,0.0258
11-Oct-20,18to24,0.0274
12-Oct-20,18to24,0.0304
13-Oct-20,18to24,0.0327
14-Oct-20,18to24,0.0327
15-Oct-20,18to24,0.0334
16-Oct-20,18to24,0.0334
17-Oct-20,18to24,0.0349
18-Oct-20,18to24,0.034
19-Oct-20,18to24,0.0335
20-Oct-20,18to24,0.0342
21-Oct-20,18to24,0.0353
22-Oct-20,18to24,0.0366
23-Oct-20,18to24,0.0381
24-Oct-20,18to24,0.0387
25-Oct-20,18to24,0.0391
26-Oct-20,18to24,0.0393
27-Oct-20,18to24,0.0396
28-Oct-20,18to24,0.04
29-Oct-20,18to24,0.0406
30-Oct-20,18to24,0.042
31-Oct-20,18to24,0.0434
01-Nov-20,18to24,0.0439
02-Nov-20,18to24,0.0431
03-Nov-20,18to24,0.0439
04-Nov-20,18to24,0.0452
05-Nov-20,18to24,0.0455
06-Nov-20,18to24,0.0463
07-Nov-20,18to24,0.0468
08-Nov-20,18to24,0.0477
09-Nov-20,18to24,0.0505
10-Nov-20,18to24,0.0522
11-Nov-20,18to24,0.0556
12-Nov-20,18to24,0.058
13-Nov-20,18to24,0.0572
14-Nov-20,18to24,0.0557
15-Nov-20,18to24,0.0561
16-Nov-20,18to24,0.0551
17-Nov-20,18to24,0.0537
18-Nov-20,18to24,0.052
19-Nov-20,18to24,0.0509
20-Nov-20,18to24,0.0512
21-Nov-20,18to24,0.0519
22-Nov-20,18to24,0.0513
23-Nov-20,18to24,0.0516
24-Nov-20,18to24,0.051
25-Nov-20,18to24,0.0501
26-Nov-20,18to24,0.0489
27-Nov-20,18to24,0.0486
28-Nov-20,18to24,0.0498
29-Nov-20,18to24,0.0519
30-Nov-20,18to24,0.0522
01-Dec-20,18to24,0.0526
02-Dec-20,18to24,0.052
03-Dec-20,18to24,0.0527
04-Dec-20,18to24,0.0535
05-Dec-20,18to24,0.0535
06-Dec-20,18to24,0.052
07-Dec-20,18to24,0.0521
08-Dec-20,18to24,0.0508
09-Dec-20,18to24,0.0519
10-Dec-20,18to24,0.053
11-Dec-20,18to24,0.0533
12-Dec-20,18to24,0.0538
13-Dec-20,18to24,0.0538
14-Dec-20,18to24,0.0545
15-Dec-20,18to24,0.0558
16-Dec-20,18to24,0.0549
17-Dec-20,18to24,0.0541
18-Dec-20,18to24,0.054
19-Dec-20,18to24,0.0539
20-Dec-20,18to24,0.0541
21-Dec-20,18to24,0.0522
22-Dec-20,18to24,0.0526
23-Dec-20,18to24,0.0553
24-Dec-20,18to24,0.0601
25-Dec-20,18to24,0.0624
26-Dec-20,18to24,0.0653
27-Dec-20,18to24,0.0679
28-Dec-20,18to24,0.0771
29-Dec-20,18to24,0.0813
30-Dec-20,18to24,0.0856
31-Dec-20,18to24,0.0857
01-Jan-21,18to24,0.0876
02-Jan-21,18to24,0.0911
03-Jan-21,18to24,0.0947
04-Jan-21,18to24,0.0934
05-Jan-21,18to24,0.0967
06-Jan-21,18to24,0.0969
07-Jan-21,18to24,0.0967
01-May-20,25to64,0.0503
02-May-20,25to64,0.0491
03-May-20,25to64,0.0482
04-May-20,25to64,0.0468
05-May-20,25to64,0.0446
06-May-20,25to64,0.0421
07-May-20,25to64,0.0403
08-May-20,25to64,0.0388
09-May-20,25to64,0.0383
10-May-20,25to64,0.0382
11-May-20,25to64,0.0382
12-May-20,25to64,0.0385
13-May-20,25to64,0.04
14-May-20,25to64,0.0414
15-May-20,25to64,0.0442
16-May-20,25to64,0.0461
17-May-20,25to64,0.0481
18-May-20,25to64,0.0509
19-May-20,25to64,0.0577
20-May-20,25to64,0.0618
21-May-20,25to64,0.0652
22-May-20,25to64,0.0619
23-May-20,25to64,0.0608
24-May-20,25to64,0.058
25-May-20,25to64,0.0515
26-May-20,25to64,0.0446
27-May-20,25to64,0.0392
28-May-20,25to64,0.0354
29-May-20,25to64,0.0341
30-May-20,25to64,0.0326
31-May-20,25to64,0.0312
01-Jun-20,25to64,0.0302
02-Jun-20,25to64,0.0282
03-Jun-20,25to64,0.0265
04-Jun-20,25to64,0.0248
05-Jun-20,25to64,0.023
06-Jun-20,25to64,0.0221
07-Jun-20,25to64,0.0214
08-Jun-20,25to64,0.0191
09-Jun-20,25to64,0.0168
10-Jun-20,25to64,0.0152
11-Jun-20,25to64,0.0139
12-Jun-20,25to64,0.0129
13-Jun-20,25to64,0.0122
14-Jun-20,25to64,0.0121
15-Jun-20,25to64,0.0118
16-Jun-20,25to64,0.0117
17-Jun-20,25to64,0.0117
18-Jun-20,25to64,0.0117
19-Jun-20,25to64,0.0116
20-Jun-20,25to64,0.0117
21-Jun-20,25to64,0.0111
22-Jun-20,25to64,0.011
23-Jun-20,25to64,0.0103
24-Jun-20,25to64,0.0096
25-Jun-20,25to64,0.0093
26-Jun-20,25to64,0.0087
27-Jun-20,25to64,0.0085
28-Jun-20,25to64,0.0082
29-Jun-20,25to64,0.008
30-Jun-20,25to64,0.0079
01-Jul-20,25to64,0.0082
02-Jul-20,25to64,0.0081
03-Jul-20,25to64,0.0083
04-Jul-20,25to64,0.008
05-Jul-20,25to64,0.008
06-Jul-20,25to64,0.0081
07-Jul-20,25to64,0.0077
08-Jul-20,25to64,0.0071
09-Jul-20,25to64,0.0066
10-Jul-20,25to64,0.0067
11-Jul-20,25to64,0.0068
12-Jul-20,25to64,0.0068
13-Jul-20,25to64,0.0065
14-Jul-20,25to64,0.0069
15-Jul-20,25to64,0.0068
16-Jul-20,25to64,0.0072
17-Jul-20,25to64,0.0072
18-Jul-20,25to64,0.0073
19-Jul-20,25to64,0.0075
20-Jul-20,25to64,0.0075
21-Jul-20,25to64,0.0076
22-Jul-20,25to64,0.0074
23-Jul-20,25to64,0.007
24-Jul-20,25to64,0.0069
25-Jul-20,25to64,0.0067
26-Jul-20,25to64,0.0066
27-Jul-20,25to64,0.0064
28-Jul-20,25to64,0.0057
29-Jul-20,25to64,0.0055
30-Jul-20,25to64,0.0053
31-Jul-20,25to64,0.0052
01-Aug-20,25to64,0.0049
02-Aug-20,25to64,0.0048
03-Aug-20,25to64,0.0049
04-Aug-20,25to64,0.0049
05-Aug-20,25to64,0.0049
06-Aug-20,25to64,0.0051
07-Aug-20,25to64,0.0049
08-Aug-20,25to64,0.0049
09-Aug-20,25to64,0.0049
10-Aug-20,25to64,0.0046
11-Aug-20,25to64,0.0045
12-Aug-20,25to64,0.0043
13-Aug-20,25to64,0.0042
14-Aug-20,25to64,0.0042
15-Aug-20,25to64,0.0044
16-Aug-20,25to64,0.0043
17-Aug-20,25to64,0.0045
18-Aug-20,25to64,0.0045
19-Aug-20,25to64,0.0047
20-Aug-20,25to64,0.0048
21-Aug-20,25to64,0.0048
22-Aug-20,25to64,0.0049
23-Aug-20,25to64,0.005
24-Aug-20,25to64,0.0048
25-Aug-20,25to64,0.0048
26-Aug-20,25to64,0.0048
27-Aug-20,25to64,0.0047
28-Aug-20,25to64,0.0048
29-Aug-20,25to64,0.0048
30-Aug-20,25to64,0.0049
31-Aug-20,25to64,0.0051
01-Sep-20,25to64,0.0055
02-Sep-20,25to64,0.0059
03-Sep-20,25to64,0.0064
04-Sep-20,25to64,0.0067
05-Sep-20,25to64,0.007
06-Sep-20,25to64,0.0071
07-Sep-20,25to64,0.0078
08-Sep-20,25to64,0.0078
09-Sep-20,25to64,0.0076
10-Sep-20,25to64,0.0079
11-Sep-20,25to64,0.0081
12-Sep-20,25to64,0.0085
13-Sep-20,25to64,0.0089
14-Sep-20,25to64,0.0089
15-Sep-20,25to64,0.0096
16-Sep-20,25to64,0.0104
17-Sep-20,25to64,0.0109
18-Sep-20,25to64,0.0118
19-Sep-20,25to64,0.0118
20-Sep-20,25to64,0.0119
21-Sep-20,25to64,0.0118
22-Sep-20,25to64,0.012
23-Sep-20,25to64,0.0125
24-Sep-20,25to64,0.0129
25-Sep-20,25to64,0.0136
26-Sep-20,25to64,0.0147
27-Sep-20,25to64,0.0155
28-Sep-20,25to64,0.0165
29-Sep-20,25to64,0.0173
30-Sep-20,25to64,0.0181
01-Oct-20,25to64,0.0186
02-Oct-20,25to64,0.0186
03-Oct-20,25to64,0.0183
04-Oct-20,25to64,0.018
05-Oct-20,25to64,0.0179
06-Oct-20,25to64,0.0176
07-Oct-20,25to64,0.0176
08-Oct-20,25to64,0.0177
09-Oct-20,25to64,0.0181
10-Oct-20,25to64,0.0184
11-Oct-20,25to64,0.0195
12-Oct-20,25to64,0.0214
13-Oct-20,25to64,0.0225
14-Oct-20,25to64,0.023
15-Oct-20,25to64,0.0243
16-Oct-20,25to64,0.0247
17-Oct-20,25to64,0.0254
18-Oct-20,25to64,0.0257
19-Oct-20,25to64,0.0247
20-Oct-20,25to64,0.025
21-Oct-20,25to64,0.0258
22-Oct-20,25to64,0.0263
23-Oct-20,25to64,0.0271
24-Oct-20,25to64,0.0277
25-Oct-20,25to64,0.0282
26-Oct-20,25to64,0.0283
27-Oct-20,25to64,0.0283
28-Oct-20,25to64,0.0289
29-Oct-20,25to64,0.0291
30-Oct-20,25to64,0.0291
31-Oct-20,25to64,0.0292
01-Nov-20,25to64,0.0291
02-Nov-20,25to64,0.0299
03-Nov-20,25to64,0.031
04-Nov-20,25to64,0.0314
05-Nov-20,25to64,0.0327
06-Nov-20,25to64,0.0344
07-Nov-20,25to64,0.036
08-Nov-20,25to64,0.0372
09-Nov-20,25to64,0.0383
10-Nov-20,25to64,0.0399
11-Nov-20,25to64,0.0419
12-Nov-20,25to64,0.0426
13-Nov-20,25to64,0.0422
14-Nov-20,25to64,0.0421
15-Nov-20,25to64,0.0419
16-Nov-20,25to64,0.041
17-Nov-20,25to64,0.0402
18-Nov-20,25to64,0.0391
19-Nov-20,25to64,0.0389
20-Nov-20,25to64,0.0388
21-Nov-20,25to64,0.0384
22-Nov-20,25to64,0.0384
23-Nov-20,25to64,0.0387
24-Nov-20,25to64,0.0381
25-Nov-20,25to64,0.0375
26-Nov-20,25to64,0.0374
27-Nov-20,25to64,0.0379
28-Nov-20,25to64,0.0393
29-Nov-20,25to64,0.04
30-Nov-20,25to64,0.0404
01-Dec-20,25to64,0.0406
02-Dec-20,25to64,0.0404
03-Dec-20,25to64,0.0405
04-Dec-20,25to64,0.0409
05-Dec-20,25to64,0.0404
06-Dec-20,25to64,0.0404
07-Dec-20,25to64,0.0394
08-Dec-20,25to64,0.0387
09-Dec-20,25to64,0.039
10-Dec-20,25to64,0.0389
11-Dec-20,25to64,0.0387
12-Dec-20,25to64,0.039
13-Dec-20,25to64,0.0393
14-Dec-20,25to64,0.0405
15-Dec-20,25to64,0.0412
16-Dec-20,25to64,0.0414
17-Dec-20,25to64,0.0423
18-Dec-20,25to64,0.042
19-Dec-20,25to64,0.0418
20-Dec-20,25to64,0.0416
21-Dec-20,25to64,0.0406
22-Dec-20,25to64,0.0406
23-Dec-20,25to64,0.0415
24-Dec-20,25to64,0.0435
25-Dec-20,25to64,0.0458
26-Dec-20,25to64,0.0482
27-Dec-20,25to64,0.0505
28-Dec-20,25to64,0.0562
29-Dec-20,25to64,0.0589
30-Dec-20,25to64,0.0622
31-Dec-20,25to64,0.0633
01-Jan-21,25to64,0.0642
02-Jan-21,25to64,0.0655
03-Jan-21,25to64,0.0669
04-Jan-21,25to64,0.066
05-Jan-21,25to64,0.0684
06-Jan-21,25to64,0.0677
07-Jan-21,25to64,0.067
01-May-20,65+,0.0427
02-May-20,65+,0.0431
03-May-20,65+,0.0439
04-May-20,65+,0.0405
05-May-20,65+,0.0394
06-May-20,65+,0.036
07-May-20,65+,0.035
08-May-20,65+,0.0342
09-May-20,65+,0.0342
10-May-20,65+,0.0336
11-May-20,65+,0.0356
12-May-20,65+,0.037
13-May-20,65+,0.0405
14-May-20,65+,0.042
15-May-20,65+,0.0442
16-May-20,65+,0.0456
17-May-20,65+,0.0462
18-May-20,65+,0.0494
19-May-20,65+,0.0523
20-May-20,65+,0.0542
21-May-20,65+,0.0556
22-May-20,65+,0.0519
23-May-20,65+,0.0482
24-May-20,65+,0.0463
25-May-20,65+,0.0407
26-May-20,65+,0.0351
27-May-20,65+,0.0321
28-May-20,65+,0.0299
29-May-20,65+,0.0281
30-May-20,65+,0.0268
31-May-20,65+,0.0253
01-Jun-20,65+,0.0265
02-Jun-20,65+,0.0258
03-Jun-20,65+,0.0239
04-Jun-20,65+,0.0231
05-Jun-20,65+,0.0231
06-Jun-20,65+,0.0223
07-Jun-20,65+,0.0224
08-Jun-20,65+,0.0199
09-Jun-20,65+,0.0188
10-Jun-20,65+,0.0186
11-Jun-20,65+,0.017
12-Jun-20,65+,0.0145
13-Jun-20,65+,0.0141
14-Jun-20,65+,0.0131
15-Jun-20,65+,0.0107
16-Jun-20,65+,0.0092
17-Jun-20,65+,0.0085
18-Jun-20,65+,0.0077
19-Jun-20,65+,0.0077
20-Jun-20,65+,0.0074
21-Jun-20,65+,0.0073
22-Jun-20,65+,0.0073
23-Jun-20,65+,0.0076
24-Jun-20,65+,0.0073
25-Jun-20,65+,0.0074
26-Jun-20,65+,0.0071
27-Jun-20,65+,0.0067
28-Jun-20,65+,0.0066
29-Jun-20,65+,0.0062
30-Jun-20,65+,0.0059
01-Jul-20,65+,0.0053
02-Jul-20,65+,0.0052
03-Jul-20,65+,0.005
04-Jul-20,65+,0.0051
05-Jul-20,65+,0.0052
06-Jul-20,65+,0.0051
07-Jul-20,65+,0.0048
08-Jul-20,65+,0.0049
09-Jul-20,65+,0.0044
10-Jul-20,65+,0.0048
11-Jul-20,65+,0.0047
12-Jul-20,65+,0.0046
13-Jul-20,65+,0.0042
14-Jul-20,65+,0.0044
15-Jul-20,65+,0.0041
16-Jul-20,65+,0.004
17-Jul-20,65+,0.004
18-Jul-20,65+,0.0039
19-Jul-20,65+,0.0037
20-Jul-20,65+,0.0038
21-Jul-20,65+,0.0037
22-Jul-20,65+,0.0035
23-Jul-20,65+,0.0036
24-Jul-20,65+,0.0032
25-Jul-20,65+,0.0034
26-Jul-20,65+,0.0034
27-Jul-20,65+,0.0033
28-Jul-20,65+,0.0032
29-Jul-20,65+,0.0033
30-Jul-20,65+,0.0033
31-Jul-20,65+,0.0035
01-Aug-20,65+,0.0033
02-Aug-20,65+,0.0032
03-Aug-20,65+,0.0029
04-Aug-20,65+,0.0025
05-Aug-20,65+,0.0023
06-Aug-20,65+,0.0025
07-Aug-20,65+,0.0024
08-Aug-20,65+,0.0023
09-Aug-20,65+,0.0025
10-Aug-20,65+,0.0027
11-Aug-20,65+,0.003
12-Aug-20,65+,0.003
13-Aug-20,65+,0.0028
14-Aug-20,65+,0.0028
15-Aug-20,65+,0.003
16-Aug-20,65+,0.003
17-Aug-20,65+,0.003
18-Aug-20,65+,0.0028
19-Aug-20,65+,0.003
20-Aug-20,65+,0.0031
21-Aug-20,65+,0.003
22-Aug-20,65+,0.003
23-Aug-20,65+,0.0032
24-Aug-20,65+,0.0035
25-Aug-20,65+,0.0038
26-Aug-20,65+,0.0038
27-Aug-20,65+,0.004
28-Aug-20,65+,0.004
29-Aug-20,65+,0.004
30-Aug-20,65+,0.004
31-Aug-20,65+,0.0039
01-Sep-20,65+,0.0038
02-Sep-20,65+,0.0036
03-Sep-20,65+,0.0034
04-Sep-20,65+,0.0037
05-Sep-20,65+,0.0039
06-Sep-20,65+,0.0037
07-Sep-20,65+,0.0037
08-Sep-20,65+,0.004
09-Sep-20,65+,0.0042
10-Sep-20,65+,0.0047
11-Sep-20,65+,0.0047
12-Sep-20,65+,0.0049
13-Sep-20,65+,0.0051
14-Sep-20,65+,0.0048
15-Sep-20,65+,0.0052
16-Sep-20,65+,0.0054
17-Sep-20,65+,0.0055
18-Sep-20,65+,0.0059
19-Sep-20,65+,0.006
20-Sep-20,65+,0.0065
21-Sep-20,65+,0.0073
22-Sep-20,65+,0.0079
23-Sep-20,65+,0.0085
24-Sep-20,65+,0.0088
25-Sep-20,65+,0.0098
26-Sep-20,65+,0.0104
27-Sep-20,65+,0.0105
28-Sep-20,65+,0.0115
29-Sep-20,65+,0.0123
30-Sep-20,65+,0.0124
01-Oct-20,65+,0.0124
02-Oct-20,65+,0.0125
03-Oct-20,65+,0.0125
04-Oct-20,65+,0.0126
05-Oct-20,65+,0.0123
06-Oct-20,65+,0.0126
07-Oct-20,65+,0.0128
08-Oct-20,65+,0.0126
09-Oct-20,65+,0.0133
10-Oct-20,65+,0.0134
11-Oct-20,65+,0.014
12-Oct-20,65+,0.0146
13-Oct-20,65+,0.0147
14-Oct-20,65+,0.015
15-Oct-20,65+,0.0163
16-Oct-20,65+,0.0163
17-Oct-20,65+,0.0176
18-Oct-20,65+,0.0179
19-Oct-20,65+,0.017
20-Oct-20,65+,0.0178
21-Oct-20,65+,0.0199
22-Oct-20,65+,0.0206
23-Oct-20,65+,0.0209
24-Oct-20,65+,0.021
25-Oct-20,65+,0.0221
26-Oct-20,65+,0.0233
27-Oct-20,65+,0.0246
28-Oct-20,65+,0.0256
29-Oct-20,65+,0.0258
30-Oct-20,65+,0.0254
31-Oct-20,65+,0.0254
01-Nov-20,65+,0.0246
02-Nov-20,65+,0.0263
03-Nov-20,65+,0.0263
04-Nov-20,65+,0.0259
05-Nov-20,65+,0.0267
06-Nov-20,65+,0.03
07-Nov-20,65+,0.0311
08-Nov-20,65+,0.0324
09-Nov-20,65+,0.033
10-Nov-20,65+,0.0332
11-Nov-20,65+,0.0338
12-Nov-20,65+,0.0346
13-Nov-20,65+,0.0332
14-Nov-20,65+,0.033
15-Nov-20,65+,0.0335
16-Nov-20,65+,0.0322
17-Nov-20,65+,0.0326
18-Nov-20,65+,0.0318
19-Nov-20,65+,0.0318
20-Nov-20,65+,0.0317
21-Nov-20,65+,0.0321
22-Nov-20,65+,0.0312
23-Nov-20,65+,0.0312
24-Nov-20,65+,0.0308
25-Nov-20,65+,0.0312
26-Nov-20,65+,0.0323
27-Nov-20,65+,0.0319
28-Nov-20,65+,0.0319
29-Nov-20,65+,0.0331
30-Nov-20,65+,0.0332
01-Dec-20,65+,0.0332
02-Dec-20,65+,0.0326
03-Dec-20,65+,0.0309
04-Dec-20,65+,0.0326
05-Dec-20,65+,0.0328
06-Dec-20,65+,0.0325
07-Dec-20,65+,0.0328
08-Dec-20,65+,0.033
09-Dec-20,65+,0.0334
10-Dec-20,65+,0.0353
11-Dec-20,65+,0.0351
12-Dec-20,65+,0.0355
13-Dec-20,65+,0.0359
14-Dec-20,65+,0.0364
15-Dec-20,65+,0.0368
16-Dec-20,65+,0.0386
17-Dec-20,65+,0.039
18-Dec-20,65+,0.0385
19-Dec-20,65+,0.039
20-Dec-20,65+,0.0382
21-Dec-20,65+,0.0378
22-Dec-20,65+,0.0391
23-Dec-20,65+,0.0392
24-Dec-20,65+,0.0401
25-Dec-20,65+,0.0433
26-Dec-20,65+,0.0454
27-Dec-20,65+,0.0479
28-Dec-20,65+,0.0506
29-Dec-20,65+,0.0511
30-Dec-20,65+,0.052
31-Dec-20,65+,0.052
01-Jan-21,65+,0.0527
02-Jan-21,65+,0.0528
03-Jan-21,65+,0.0532
04-Jan-21,65+,0.0526
05-Jan-21,65+,0.0537
06-Jan-21,65+,0.0549
07-Jan-21,65+,0.0557
